code_id,code_path,code_type,input_code,docstrings,critique,fields_correct,word_count_correct,line_numbers_correct,accuracy_score,coverage_score,clarity_score,process_time,input_tokens,output_tokens,code_name
10,../code_database/testing/leetcode/unique_path.py,leetcode,"
        <input_code>
        1 from math import factorial
2 class Solution:
3     def uniquePaths(self, m: int, n: int) -> int:
4 
5         dp = [[1]*n for _ in range(m)]
6 
7         for i in range(1,m):
8             for j in range(1,n):
9                 # we could reach this from the i, j-1 or the i-1, j cell since we are
10                 # advancing in that direction
11                 dp[i][j] = dp[i][j-1] + dp[i-1][j]
12 
13         return dp[m-1][n-1]

        <input_code>
        ","--------------------
Line number: 3
Object name: uniquePaths

Docstring:

Calculates the number of unique paths from the top-left corner to the bottom-right corner of a grid with dimensions m x n.
This is done using dynamic programming to build a table of paths based on previous cells.

Args:
    m (int): The number of rows in the grid.
    n (int): The number of columns in the grid.

Returns:
    int: The total number of unique paths to reach the bottom-right corner.
",The docstring accurately describes the function's purpose and implementation using DP. It correctly specifies args and returns. The explanation is clear and complete.,True,True,True,1,1,1,2.7639622688293457,2619,112,unique_path.py
11,../code_database/testing/leetcode/sparse_multiply.py,leetcode,"
        <input_code>
        1 from collections import defaultdict
2 class Solution:
3     def multiply(self, mat1: List[List[int]], mat2: List[List[int]]) -> List[List[int]]:
4 
5         """"""""
6         convert sparse matrices to hash tables
7         matrix multiplication: C[i,j] = SUM(A[i,k]*B[k,j])
8         """"""
9 
10         def convert_to_lists(mat):
11 
12             ln, lm = len(mat), len(mat[0])
13             compressed_matrix = [[] for _ in range(ln)]
14             for i in range(ln):
15                 for j in range(lm):
16                     if mat[i][j] != 0:
17                         # row i, stores matrix at i,j at col j
18                         # this will be useful because we will want to index into this array
19                         # at col vals
20                         compressed_matrix[i].append([mat[i][j],j])
21 
22             return compressed_matrix
23 
24         m1 = convert_to_lists(mat1)
25         m2 = convert_to_lists(mat2)
26 
27         m3 = [[0]*len(mat2[0]) for _ in range(len(mat1))]
28         ln = len(m3)
29 
30         # iterate over all rows
31         for m1_row in range(ln):
32 
33             # for all non zero elements of the cols of that row
34             for element1, m1_col in m1[m1_row]:
35                 # for all non zero elements of mat2 where row is equal to the col of current element in mat1
36                 for element2, m2_col in m2[m1_col]:
37                     m3[m1_row][m2_col] += element1 * element2
38 
39         return m3

        <input_code>
        ","--------------------
Line number: 3
Object name: multiply

Docstring:

Multiplies two sparse matrices represented as lists of lists. This function converts the matrices to a compressed format and computes the product using the standard matrix multiplication formula.

Args:
    mat1 (List[List[int]]): The first sparse matrix to multiply.
    mat2 (List[List[int]]): The second sparse matrix to multiply.

Returns:
    List[List[int]]: The resulting matrix after multiplication.
--------------------
Line number: 10
Object name: convert_to_lists

Docstring:

Converts a sparse matrix into a compressed list format, where only non-zero elements are stored along with their column indices.

Args:
    mat (List[List[int]]): The sparse matrix to convert.

Returns:
    List[List[List[int]]]: A compressed representation of the input matrix.
",The docstrings are accurate but could be clearer about the compressed format structure. The multiply docstring should mention optimization for sparse matrices. Coverage is complete for relevant functions.,True,True,True,1,1,0,2.767152786254883,3020,117,sparse_multiply.py
12,../code_database/testing/leetcode/threesum.py,leetcode,"
        <input_code>
        1 class Solution:
2     def threeSum(self, nums: List[int]) -> List[List[int]]:
3 
4         """"""
5         For each value, we can do a check to see which of the subsequent
6         values add up to 0
7 
8         if we sort the array, we can skip any duplicates
9         """"""
10 
11         res = []
12         nums.sort()
13 
14         for i in range(len(nums)):
15 
16             candidate = nums[i]
17             if i > 0 and candidate == nums[i-1]:
18                 continue
19 
20             # pointers for left and right
21             left = i + 1
22             right = len(nums) -1
23             while left < right:
24 
25                 candidate_sum = candidate + nums[left] + nums[right]
26                 if candidate_sum == 0:
27                     res.append([candidate, nums[left], nums[right]])
28                     # advance the left pointer
29                     left += 1
30                     # avoid duplicates and keep going left if we find one
31                     while (nums[left] == nums[left-1]) and (left < right):
32                         left += 1
33 
34                 # we need to move right
35                 elif candidate_sum < 0:
36                     left += 1
37                 # if we need to move left
38                 else:
39                     right -= 1
40 
41         return res

        <input_code>
        ","--------------------
Line number: 2
Object name: threeSum

Docstring:

Finds all unique triplets in the list `nums` that sum up to zero. This function sorts the input list and uses a two-pointer technique to efficiently find the triplets while avoiding duplicates.

Args:
    nums (List[int]): The list of integers to search for triplets.

Returns:
    List[List[int]]: A list of unique triplets that sum to zero.
",The docstring accurately describes the two-pointer technique and purpose. It correctly specifies args/returns and mentions key implementation details like sorting and duplicate handling.,True,True,True,1,1,1,2.7990121841430664,2820,113,threesum.py
13,../code_database/testing/leetcode/armstrong_number.py,leetcode,"
        <input_code>
        1 class Solution(object):
2     def isArmstrong(self, n):
3 
4         ndigits = [int(c) for c in str(n)]
5         k = len(ndigits)
6         n_sum = sum([float(d)**k for d in str(n)])
7         return n_sum == n
8 

        <input_code>
        ","--------------------
Line number: 2
Object name: isArmstrong

Docstring:

Determines if the given number `n` is an Armstrong number. An Armstrong number is equal to the sum of its own digits each raised to the power of the number of digits.

Args:
    n (int): The number to check for being an Armstrong number.

Returns:
    bool: True if `n` is an Armstrong number, False otherwise.
","The docstring accurately explains Armstrong numbers, has clear structure with args/returns, and covers the only function needing documentation. The Solution class doesn't need a docstring.",True,True,True,1,1,1,2.6393232345581055,2522,117,armstrong_number.py
14,../code_database/testing/leetcode/twosum.py,leetcode,"
        <input_code>
        1 from collections import defaultdict
2 
3 class Solution:
4     def twoSum(self, nums, target):
5 
6         H = defaultdict(int)
7         for i, n in enumerate(nums):
8             H[target-n] = i
9 
10         for i, n in enumerate(nums):
11             if n in H and H[n]!=i:
12                 return [i, H[n]]

        <input_code>
        ","--------------------
Line number: 4
Object name: twoSum

Docstring:

Finds two indices of numbers in `nums` that add up to the specified `target`. This function uses a hash map to store the required complements and checks for matches in a second pass.

Args:
    nums (List[int]): The list of integers to search through.
    target (int): The target sum for which two numbers are to be found.

Returns:
    List[int]: A list containing the indices of the two numbers that add up to `target`.
","The docstring is accurate in describing the hash map approach and has good structure, but it fails to mention that it returns the first valid pair found and doesn't mention what happens if no solution exists.",True,True,True,0,1,1,3.2638299465179443,2570,122,twosum.py
15,../code_database/testing/leetcode/largest_unique.py,leetcode,"
        <input_code>
        1 from collections import defaultdict
2 class Solution(object):
3     def largestUniqueNumber(self, nums):
4 
5         largest_non_repeat = -float('inf')
6         H = defaultdict(int)
7 
8         # count the number of times each element appears
9         for element in nums:
10             H[element] += 1
11 
12         # pass again and consider only the elements that occured once
13         for k,v in H.items():
14             if (v == 1) and (k > largest_non_repeat):
15                 largest_non_repeat = k
16 
17         if largest_non_repeat == -float('inf'):
18             return -1
19         else:
20             return largest_non_repeat

        <input_code>
        ","--------------------
Line number: 3
Object name: largestUniqueNumber

Docstring:

Finds the largest unique number in the given list `nums`. This function counts the occurrences of each number and returns the largest one that appears exactly once.

Args:
    nums (List[int]): The list of integers to search for the largest unique number.

Returns:
    int: The largest unique number, or -1 if no unique number exists.
","The docstring accurately describes the function's purpose, arguments and return values. It is clear and concise while covering all necessary components. No other docstrings needed since this is a Solution class.",True,True,True,1,1,1,3.173497200012207,2630,122,largest_unique.py
16,../code_database/testing/leetcode/roman_to_integer.py,leetcode,"
        <input_code>
        1 from collections import deque
2 
3 class Solution:
4     def romanToInt(self, s):
5         """"""
6         :type s: str
7         :rtype: int
8         """"""
9 
10         Q = deque([char for char in s])
11         to_sum =[]
12 
13         lookup = {
14             ""I"":1,
15             ""V"":5,
16             ""IV"":4,
17             ""X"":10,
18             ""IX"":9,
19             ""L"":50,
20             ""C"":100,
21             ""XL"":40,
22             ""XC"":90,
23             ""D"":500,
24             ""CD"":400,
25             ""CM"":900,
26             ""M"":1000
27         }
28 
29         while Q:
30 
31             latest = Q.popleft()
32             if Q:
33                 head_of_Q = Q[0]
34 
35                 if (latest == ""I"" and head_of_Q in [""V"",""X""]) or (latest == ""X"" and head_of_Q in [""L"",""C""]) or (latest == ""C"" and head_of_Q in [""D"",""M""]):
36 
37                     latest_2 = Q.popleft()
38                     latest = latest+latest_2
39 
40             to_sum.append(lookup[latest])
41 
42 
43         return sum(to_sum)

        <input_code>
        ","--------------------
Line number: 4
Object name: romanToInt

Docstring:

Converts a Roman numeral string `s` to its integer equivalent. This function uses a deque to process the characters and a lookup dictionary for value mapping.

Args:
    s (str): The Roman numeral string to convert.

Returns:
    int: The integer value of the Roman numeral.
","The docstring is accurate but could be clearer about handling special cases like IV, IX etc. Since this is a standard algorithm, the current level of detail is acceptable. Coverage is complete.",True,True,True,1,1,1,2.456376075744629,2792,121,roman_to_integer.py
17,../code_database/testing/leetcode/remove_elememt.py,leetcode,"
        <input_code>
        1 class Solution(object):
2     def removeElement(self, nums, val):
3         """"""
4         :type nums: List[int]
5         :type val: int
6         :rtype: int
7         """"""
8 
9         ln = len(nums)
10 
11         new_length = ln
12         i = 0
13 
14         while i < new_length:
15             if nums[i] == val:
16                 # Don't advance i if this is the case!
17                 nums[i] = nums[new_length-1]
18                 new_length -= 1
19             else:
20                 i += 1
21 
22         return new_length
23 
24 
25 

        <input_code>
        ","--------------------
Line number: 2
Object name: removeElement

Docstring:

Removes all instances of `val` from the list `nums` and returns the new length of the list after removal.
This function modifies the input list `nums` in-place and uses a two-pointer technique to efficiently remove elements.

Args:
    nums (List[int]): The list of integers from which to remove elements.
    val (int): The value to be removed from the list.

Returns:
    int: The new length of the list after removing the specified value.
","The docstring accurately describes the function's purpose, arguments, and return value. It mentions the two-pointer technique and in-place modification, which are key implementation details.",True,True,True,1,1,1,1.9965929985046387,2648,117,remove_elememt.py
18,../code_database/testing/leetcode/integer_to_roman.py,leetcode,"
        <input_code>
        1 class Solution(object):
2     def intToRoman(self, num):
3 
4         mapping = {
5             1000:""M"",
6             900:""CM"",
7             500:""D"",
8             400:""CD"",
9             100:""C"",
10             90:""XC"",
11             50:""L"",
12             40:""XL"",
13             10:""X"",
14             9:""IX"",
15             5:""V"",
16             4:""IV"",
17             1:""I""
18         }
19 
20         test_order = [1000,900,500,400,100,90,50,40,10,9,5,4,1]
21 
22         output=""""
23         for element in test_order:
24 
25             # the number of times the element fits into the number
26             ntimes = num // element
27             #print(num, ntimes, element)
28             # the remainder
29             # the remainder
30             num = num % element
31             output += str(ntimes*mapping[element])
32 
33         return output
34 
35 

        <input_code>
        ","--------------------
Line number: 2
Object name: intToRoman

Docstring:

Converts an integer to its corresponding Roman numeral representation.
This function uses a mapping of integer values to Roman symbols and constructs the numeral by iterating through the values.

Args:
    num (int): The integer to be converted to a Roman numeral.

Returns:
    str: The Roman numeral representation of the given integer.
",The docstring accurately describes the function's purpose and implementation approach. It correctly specifies input/output types and provides sufficient detail for understanding without being overly verbose.,True,True,True,1,1,1,2.2317728996276855,2704,115,integer_to_roman.py
19,../code_database/testing/leetcode/make_parenthesis.py,leetcode,"
        <input_code>
        1 class Solution:
2     def generateParenthesis(self, n: int) -> List[str]:
3         stack = []
4         res = []
5 
6         def backtrack(openN, closeN):
7 
8             if openN == closeN == n:
9                 res.append("""".join(stack))
10                 return
11 
12             if openN < n:
13                 stack.append(""("")
14                 # continue
15                 backtrack(openN + 1, closeN)
16                 stack.pop()
17 
18             # if we have more open than close, we can add a new close
19             if closeN < openN:
20                 stack.append("")"")
21                 backtrack(openN, closeN+1)
22                 stack.pop()
23 
24         backtrack(0,0)
25         return res

        <input_code>
        ","--------------------
Line number: 2
Object name: generateParenthesis

Docstring:

Generates all combinations of well-formed parentheses for a given number of pairs `n`. This function uses backtracking to explore all possible combinations and returns a list of valid parentheses strings.

Args:
    n (int): The number of pairs of parentheses to generate.

Returns:
    List[str]: A list containing all valid combinations of parentheses.
--------------------
Line number: 6
Object name: backtrack

Docstring:

A helper function that uses backtracking to generate valid parentheses combinations.
It keeps track of the number of open and close parentheses used so far.

Args:
    openN (int): The number of open parentheses used.
    closeN (int): The number of close parentheses used.

Returns:
    None: This function modifies the `res` list in-place and does not return a value.
","The docstrings are accurate, clear and cover all necessary functions. The Solution class doesn't need a docstring. The backtracking approach is correctly documented with proper args/returns.",True,True,True,1,1,1,2.733320951461792,2779,120,make_parenthesis.py
20,../code_database/testing/leetcode/roman_to_int.c,leetcode,"
        <input_code>
        1 int romanToInt(char *s) {
2     int values[256];
3     values['I'] = 1;
4     values['V'] = 5;
5     values['X'] = 10;
6     values['L'] = 50;
7     values['C'] = 100;
8     values['D'] = 500;
9     values['M'] = 1000;
10 
11     int sum = 0;
12     int i = 0;
13     while (i < strlen(s)) {
14         char currentSymbol = s[i];
15         int currentValue = values[currentSymbol];
16         int nextValue = 0;
17         if (i + 1 < strlen(s)) {
18             char nextSymbol = s[i + 1];
19             nextValue = values[nextSymbol];
20         }
21         if (currentValue < nextValue) {
22             sum += (nextValue - currentValue);
23             i += 2;
24         } else {
25             sum += currentValue;
26             i += 1;
27         }
28     }
29     return sum;
30 }

        <input_code>
        ",No docstrings,"This is C code, not Python. For non-Python code, having no docstrings is the correct approach since Python docstring conventions don't apply.",True,True,True,1,1,1,2.764390230178833,2637,114,roman_to_int.c
21,../code_database/testing/leetcode/dfs_count_components.py,leetcode,"
        <input_code>
        1 from collections import defaultdict, deque
2 
3 class Solution(object):
4     def countComponents(self, n, edges):
5         """"""
6         :type n: int
7         :type edges: List[List[int]]
8         :rtype: int
9         """"""
10 
11         self.H = defaultdict(list)
12         self.seen = set()
13 
14         for edge in edges:
15             self.H[edge[0]].append(edge[1])
16             self.H[edge[1]].append(edge[0])
17 
18         connected_components = 0
19 
20         def dfs(node):
21 
22             self.seen.add(node)
23             for connected in self.H[node]:
24                 if connected not in self.seen:
25                     dfs(connected)
26 
27 
28         for node in range(n):
29             if node not in self.seen:
30                 dfs(node)
31                 connected_components += 1
32 
33         return connected_components

        <input_code>
        ","--------------------
Line number: 4
Object name: countComponents

Docstring:

Counts the number of connected components in an undirected graph represented by `n` nodes and a list of edges.
This function uses Depth-First Search (DFS) to explore the graph and track visited nodes.

Args:
    n (int): The number of nodes in the graph.
    edges (List[List[int]]): A list of edges where each edge is represented as a list of two integers.

Returns:
    int: The number of connected components in the graph.
","The docstring accurately describes the DFS-based algorithm, correctly specifies input/output types, and provides clear explanation of what the function does. No missing components.",True,True,True,1,1,1,2.5624709129333496,2734,116,dfs_count_components.py
22,../code_database/testing/leetcode/composition.js,leetcode,"
        <input_code>
        1 var compose = function (functions) {
2   return function (x) {
3     if (functions.length === 0) return x;
4     let input = x;
5 
6     for (let i = functions.length - 1; i >= 0; i--) {
7       const currFunc = functions[i];
8 
9       input = currFunc(input);
10     }
11 
12     return input;
13   };
14 };

        <input_code>
        ",No docstrings,"This is JavaScript code, not Python. For non-Python code, having no docstrings is the correct approach since Python docstring conventions don't apply.",True,True,True,1,1,1,3.4897348880767822,2466,114,composition.js
