code_id,code_path,code_type,input_code,docstrings,critique,fields_correct,word_count_correct,line_numbers_correct,accuracy_score,coverage_score,clarity_score,process_time,input_tokens,output_tokens,code_name
10,../code_database/testing/leetcode/unique_path.py,leetcode,"
        <input_code>
        1 from math import factorial
2 class Solution:
3     def uniquePaths(self, m: int, n: int) -> int:
4 
5         dp = [[1]*n for _ in range(m)]
6 
7         for i in range(1,m):
8             for j in range(1,n):
9                 # we could reach this from the i, j-1 or the i-1, j cell since we are
10                 # advancing in that direction
11                 dp[i][j] = dp[i][j-1] + dp[i-1][j]
12 
13         return dp[m-1][n-1]

        <input_code>
        ","--------------------
Line number: 3
Object name: uniquePaths

Docstring:

Finds the number of unique paths from the top-left to the bottom-right of an m x n grid.  The robot can only move down or right. This function uses dynamic programming to efficiently calculate the number of unique paths. 

Args:
    m (int): The number of rows in the grid.
    n (int): The number of columns in the grid.

Returns:
    int: The total number of unique paths.
","The docstring accurately describes the problem, solution approach (DP), and parameters. It's clear and covers all necessary components. The Solution class doesn't need a docstring.",True,True,True,1,1,1,2.711669921875,2614,118,unique_path.py
11,../code_database/testing/leetcode/sparse_multiply.py,leetcode,"
        <input_code>
        1 from collections import defaultdict
2 class Solution:
3     def multiply(self, mat1: List[List[int]], mat2: List[List[int]]) -> List[List[int]]:
4 
5         """"""""
6         convert sparse matrices to hash tables
7         matrix multiplication: C[i,j] = SUM(A[i,k]*B[k,j])
8         """"""
9 
10         def convert_to_lists(mat):
11 
12             ln, lm = len(mat), len(mat[0])
13             compressed_matrix = [[] for _ in range(ln)]
14             for i in range(ln):
15                 for j in range(lm):
16                     if mat[i][j] != 0:
17                         # row i, stores matrix at i,j at col j
18                         # this will be useful because we will want to index into this array
19                         # at col vals
20                         compressed_matrix[i].append([mat[i][j],j])
21 
22             return compressed_matrix
23 
24         m1 = convert_to_lists(mat1)
25         m2 = convert_to_lists(mat2)
26 
27         m3 = [[0]*len(mat2[0]) for _ in range(len(mat1))]
28         ln = len(m3)
29 
30         # iterate over all rows
31         for m1_row in range(ln):
32 
33             # for all non zero elements of the cols of that row
34             for element1, m1_col in m1[m1_row]:
35                 # for all non zero elements of mat2 where row is equal to the col of current element in mat1
36                 for element2, m2_col in m2[m1_col]:
37                     m3[m1_row][m2_col] += element1 * element2
38 
39         return m3

        <input_code>
        ","--------------------
Line number: 10
Object name: convert_to_lists

Docstring:

Converts a given matrix into a compressed sparse row (CSR) representation. This function iterates through the matrix and stores only the non-zero elements along with their column indices. This compressed representation is more efficient for sparse matrices.

Args:
    mat (List[List[int]]): The input matrix.

Returns:
    List[List[List[int]]]: A list of lists, where each inner list represents a row and contains non-zero elements and their column indices as [value, column_index].
--------------------
Line number: 3
Object name: multiply

Docstring:

Performs matrix multiplication of two sparse matrices using a compressed sparse row (CSR) representation. The function converts the input matrices into CSR format, then iterates through the non-zero elements to compute the result. This approach is efficient for sparse matrices.

Args:
    mat1 (List[List[int]]): The first sparse matrix.
    mat2 (List[List[int]]): The second sparse matrix.

Returns:
    List[List[int]]: The resulting matrix after multiplication.
",The docstrings are accurate in describing the sparse matrix multiplication algorithm and data structures. They provide clear explanations and cover all necessary functions with proper args/returns.,True,True,True,1,1,1,3.294316053390503,3077,115,sparse_multiply.py
12,../code_database/testing/leetcode/threesum.py,leetcode,"
        <input_code>
        1 class Solution:
2     def threeSum(self, nums: List[int]) -> List[List[int]]:
3 
4         """"""
5         For each value, we can do a check to see which of the subsequent
6         values add up to 0
7 
8         if we sort the array, we can skip any duplicates
9         """"""
10 
11         res = []
12         nums.sort()
13 
14         for i in range(len(nums)):
15 
16             candidate = nums[i]
17             if i > 0 and candidate == nums[i-1]:
18                 continue
19 
20             # pointers for left and right
21             left = i + 1
22             right = len(nums) -1
23             while left < right:
24 
25                 candidate_sum = candidate + nums[left] + nums[right]
26                 if candidate_sum == 0:
27                     res.append([candidate, nums[left], nums[right]])
28                     # advance the left pointer
29                     left += 1
30                     # avoid duplicates and keep going left if we find one
31                     while (nums[left] == nums[left-1]) and (left < right):
32                         left += 1
33 
34                 # we need to move right
35                 elif candidate_sum < 0:
36                     left += 1
37                 # if we need to move left
38                 else:
39                     right -= 1
40 
41         return res

        <input_code>
        ","--------------------
Line number: 2
Object name: threeSum

Docstring:

Finds all unique triplets in the input list `nums` that sum to zero.

This function sorts the input list, then iterates through it using two pointers to find triplets that sum to zero. It efficiently handles duplicate values to ensure only unique triplets are included in the result.

Args:
    nums (List[int]): A list of integers.

Returns:
    List[List[int]]: A list of lists, where each inner list represents a unique triplet that sums to zero.
",The docstring accurately describes the two-pointer approach and handling of duplicates. It correctly specifies args and returns. The explanation is clear and concise.,True,True,True,1,1,1,3.1865248680114746,2843,114,threesum.py
13,../code_database/testing/leetcode/armstrong_number.py,leetcode,"
        <input_code>
        1 class Solution(object):
2     def isArmstrong(self, n):
3 
4         ndigits = [int(c) for c in str(n)]
5         k = len(ndigits)
6         n_sum = sum([float(d)**k for d in str(n)])
7         return n_sum == n
8 

        <input_code>
        ","--------------------
Line number: 2
Object name: isArmstrong

Docstring:

Checks if a given number is an Armstrong number. An Armstrong number is a number that is equal to the sum of its own digits raised to the power of the number of digits.  The function converts the number to a list of digits, calculates the sum of each digit raised to the power of the number of digits, and compares it to the original number.

Args:
    n (int): The number to check.

Returns:
    bool: True if the number is an Armstrong number, False otherwise.
","The docstring accurately describes Armstrong numbers and the implementation. It correctly specifies args and returns, and provides clear explanation of both the concept and the approach.",True,False,True,1,1,1,2.467571258544922,2554,113,armstrong_number.py
14,../code_database/testing/leetcode/twosum.py,leetcode,"
        <input_code>
        1 from collections import defaultdict
2 
3 class Solution:
4     def twoSum(self, nums, target):
5 
6         H = defaultdict(int)
7         for i, n in enumerate(nums):
8             H[target-n] = i
9 
10         for i, n in enumerate(nums):
11             if n in H and H[n]!=i:
12                 return [i, H[n]]

        <input_code>
        ","--------------------
Line number: 4
Object name: twoSum

Docstring:

Finds two numbers within a list that add up to a specified target value.

This function iterates through the input list `nums` and uses a hash map `H` to efficiently find the indices of two numbers that sum up to the `target`. It returns a list containing the indices of these two numbers.

Args:
    nums (List[int]): The input list of numbers.
    target (int): The target sum.

Returns:
    List[int]: A list containing the indices of the two numbers that add up to the target. Returns an empty list if no such pair is found.
","The docstring has a few issues: 1) It incorrectly states it returns an empty list when no solution found - the code has no such behavior. 2) The algorithm description is incomplete, missing the two-pass approach.",True,True,True,0,1,1,3.7786052227020264,2595,131,twosum.py
15,../code_database/testing/leetcode/largest_unique.py,leetcode,"
        <input_code>
        1 from collections import defaultdict
2 class Solution(object):
3     def largestUniqueNumber(self, nums):
4 
5         largest_non_repeat = -float('inf')
6         H = defaultdict(int)
7 
8         # count the number of times each element appears
9         for element in nums:
10             H[element] += 1
11 
12         # pass again and consider only the elements that occured once
13         for k,v in H.items():
14             if (v == 1) and (k > largest_non_repeat):
15                 largest_non_repeat = k
16 
17         if largest_non_repeat == -float('inf'):
18             return -1
19         else:
20             return largest_non_repeat

        <input_code>
        ","--------------------
Line number: 3
Object name: largestUniqueNumber

Docstring:

Finds the largest unique number in a given list of numbers.

This function iterates through the input list `nums`, counting the occurrences of each number using a defaultdict. It then iterates through the counts, identifying the largest number that appears only once. If no unique numbers are found, it returns -1.

Args:
    nums (List[int]): A list of integers.

Returns:
    int: The largest unique number in the list, or -1 if no unique numbers exist.
","The docstring is accurate, clear and provides complete coverage. It correctly explains the two-pass algorithm, properly specifies input/output types, and includes the edge case return value of -1.",True,True,True,1,1,1,3.8890628814697266,2660,122,largest_unique.py
16,../code_database/testing/leetcode/roman_to_integer.py,leetcode,"
        <input_code>
        1 from collections import deque
2 
3 class Solution:
4     def romanToInt(self, s):
5         """"""
6         :type s: str
7         :rtype: int
8         """"""
9 
10         Q = deque([char for char in s])
11         to_sum =[]
12 
13         lookup = {
14             ""I"":1,
15             ""V"":5,
16             ""IV"":4,
17             ""X"":10,
18             ""IX"":9,
19             ""L"":50,
20             ""C"":100,
21             ""XL"":40,
22             ""XC"":90,
23             ""D"":500,
24             ""CD"":400,
25             ""CM"":900,
26             ""M"":1000
27         }
28 
29         while Q:
30 
31             latest = Q.popleft()
32             if Q:
33                 head_of_Q = Q[0]
34 
35                 if (latest == ""I"" and head_of_Q in [""V"",""X""]) or (latest == ""X"" and head_of_Q in [""L"",""C""]) or (latest == ""C"" and head_of_Q in [""D"",""M""]):
36 
37                     latest_2 = Q.popleft()
38                     latest = latest+latest_2
39 
40             to_sum.append(lookup[latest])
41 
42 
43         return sum(to_sum)

        <input_code>
        ","--------------------
Line number: 4
Object name: romanToInt

Docstring:

Converts a Roman numeral string to an integer.  The function iterates through the Roman numeral string, handling subtractive cases (like IV, IX) and adding the values of individual Roman numerals to obtain the final integer representation. 

Args:
    s (str): The Roman numeral string to convert.

Returns:
    int: The integer representation of the Roman numeral string.
",The docstring accurately describes the function's purpose and handles subtractive cases. The args and returns are correctly specified. No other docstrings needed since this is a Solution class.,True,True,True,1,1,1,3.386885166168213,2811,119,roman_to_integer.py
17,../code_database/testing/leetcode/remove_elememt.py,leetcode,"
        <input_code>
        1 class Solution(object):
2     def removeElement(self, nums, val):
3         """"""
4         :type nums: List[int]
5         :type val: int
6         :rtype: int
7         """"""
8 
9         ln = len(nums)
10 
11         new_length = ln
12         i = 0
13 
14         while i < new_length:
15             if nums[i] == val:
16                 # Don't advance i if this is the case!
17                 nums[i] = nums[new_length-1]
18                 new_length -= 1
19             else:
20                 i += 1
21 
22         return new_length
23 
24 
25 

        <input_code>
        ","--------------------
Line number: 2
Object name: removeElement

Docstring:

Removes all occurrences of a specified value from a list in-place. This function iterates through the list and replaces elements equal to the target value with the last element of the remaining unprocessed portion of the list.  The function then returns the new length of the list after removing the specified value. 

Args:
    nums (List[int]): The input list of integers.
    val (int): The value to be removed from the list.

Returns:
    int: The new length of the list after removing all occurrences of `val`.
","The docstring accurately describes the in-place removal algorithm, correctly specifies args and returns, and provides sufficient clarity for understanding the function's purpose and behavior.",True,False,True,1,1,1,2.757642984390259,2663,114,remove_elememt.py
18,../code_database/testing/leetcode/integer_to_roman.py,leetcode,"
        <input_code>
        1 class Solution(object):
2     def intToRoman(self, num):
3 
4         mapping = {
5             1000:""M"",
6             900:""CM"",
7             500:""D"",
8             400:""CD"",
9             100:""C"",
10             90:""XC"",
11             50:""L"",
12             40:""XL"",
13             10:""X"",
14             9:""IX"",
15             5:""V"",
16             4:""IV"",
17             1:""I""
18         }
19 
20         test_order = [1000,900,500,400,100,90,50,40,10,9,5,4,1]
21 
22         output=""""
23         for element in test_order:
24 
25             # the number of times the element fits into the number
26             ntimes = num // element
27             #print(num, ntimes, element)
28             # the remainder
29             # the remainder
30             num = num % element
31             output += str(ntimes*mapping[element])
32 
33         return output
34 
35 

        <input_code>
        ","--------------------
Line number: 2
Object name: intToRoman

Docstring:

Converts an integer to its Roman numeral representation.

This function iterates through a predefined list of Roman numeral values and their corresponding integers.
For each value, it determines how many times it fits into the input number and appends the appropriate Roman numeral characters to the output string.
The process continues until the input number is reduced to zero.

Args:
    num (int): The integer to be converted.

Returns:
    str: The Roman numeral representation of the input integer.
","The docstring accurately describes the algorithm, includes correct args/returns, and provides sufficient detail for understanding. The explanation is clear and well-structured.",True,False,True,1,1,1,3.8904480934143066,2736,112,integer_to_roman.py
19,../code_database/testing/leetcode/make_parenthesis.py,leetcode,"
        <input_code>
        1 class Solution:
2     def generateParenthesis(self, n: int) -> List[str]:
3         stack = []
4         res = []
5 
6         def backtrack(openN, closeN):
7 
8             if openN == closeN == n:
9                 res.append("""".join(stack))
10                 return
11 
12             if openN < n:
13                 stack.append(""("")
14                 # continue
15                 backtrack(openN + 1, closeN)
16                 stack.pop()
17 
18             # if we have more open than close, we can add a new close
19             if closeN < openN:
20                 stack.append("")"")
21                 backtrack(openN, closeN+1)
22                 stack.pop()
23 
24         backtrack(0,0)
25         return res

        <input_code>
        ","--------------------
Line number: 2
Object name: generateParenthesis

Docstring:

Generates all possible valid combinations of n pairs of parentheses. It uses backtracking to explore all possible combinations and adds valid combinations to the result list.  The function ensures that at any point, the number of closing parentheses does not exceed the number of opening parentheses.

Args:
    n (int): The number of pairs of parentheses.

Returns:
    List[str]: A list of strings representing all valid combinations of parentheses.
--------------------
Line number: 6
Object name: backtrack

Docstring:

A recursive helper function that explores all possible combinations of parentheses using backtracking. It adds valid combinations to the result list and ensures that the number of closing parentheses never exceeds the number of opening parentheses.

Args:
    openN (int): The number of opening parentheses used so far.
    closeN (int): The number of closing parentheses used so far.

Returns:
    None
","The docstrings are accurate, clear and cover all necessary functions. The Solution class doesn't need a docstring. The docstrings explain the backtracking approach and constraints well.",True,True,True,1,1,1,3.0572237968444824,2794,120,make_parenthesis.py
20,../code_database/testing/leetcode/roman_to_int.c,leetcode,"
        <input_code>
        1 int romanToInt(char *s) {
2     int values[256];
3     values['I'] = 1;
4     values['V'] = 5;
5     values['X'] = 10;
6     values['L'] = 50;
7     values['C'] = 100;
8     values['D'] = 500;
9     values['M'] = 1000;
10 
11     int sum = 0;
12     int i = 0;
13     while (i < strlen(s)) {
14         char currentSymbol = s[i];
15         int currentValue = values[currentSymbol];
16         int nextValue = 0;
17         if (i + 1 < strlen(s)) {
18             char nextSymbol = s[i + 1];
19             nextValue = values[nextSymbol];
20         }
21         if (currentValue < nextValue) {
22             sum += (nextValue - currentValue);
23             i += 2;
24         } else {
25             sum += currentValue;
26             i += 1;
27         }
28     }
29     return sum;
30 }

        <input_code>
        ",No docstrings,"This is C code, not Python. For non-Python code, having no docstrings is the correct approach since Python docstring conventions don't apply.",True,True,True,1,1,1,3.3843610286712646,2637,114,roman_to_int.c
